id,Job Satisfaction,Salary,Salary Unit,Location,Job Title,Firm Type,Firm Size,Health Insurance,Overtime,Vacation Days,Annual Bonus,Work Status,Years of Experience,Age,Gender,Licensed,Undergraduate School,Graduate School,Post-Graduate School,Date
19898,8,"61,000",peryear,"Austin, TX, US",Junior Designer,,201-500 People,Yes,,10.0,,Full-time,1,21-25,Female,No,UG:The University of Oklahoma,,,Jul '24
19896,8,"119,600",peryear,"Boston, MA, US",Project Manager,Boutique,51-100 People,Yes,No Overtime,20.0,,Full-time,21-25,41-45,Female,Licensed,UG:Boston Architectural College (BAC),,,Jul '24
19892,6,"168,000",peryear,"San Francisco, CA, US",Senior Architect,Corporate,501 + People,Yes,Unpaid Overtime,20.0,"5,000",Full-time,21-25,51-55,Male,Licensed,,Grad:Texas A&M University,,Jul '24
19890,6,"55,000",peryear,"Belfast Junction, PA, US",Associate,,51-100 People,,,,,,16-20,46-50,Male,No,,,,Jul '24
19888,6,"63,000",peryear,"Los Angeles, CA, US",Junior Architect,Boutique,2-5 People,,Unpaid Overtime,15.0,,Full-time,3-5,41-45,Female,No,UG:Rhode Island School of Design (RISD),Grad:University of Southern California (USC),,Jul '24
19887,7,"185,000",peryear,"Seattle, WA, US",Principal,Other,11-15 People,Yes,Unpaid Overtime,30.0,"50,000",Full-time,31-40,56-60,Male,Licensed,,,,Jul '24
19886,8,"78,000",peryear,"Phoenix, AZ, US",Designer,Boutique,16-30 People,Yes,Unpaid Overtime,10.0,"2,000",Full-time,6-7,31-35,Male,No,UG:University of Arizona,,,Jul '24
19885,6,"79,000",peryear,"New York, NY, US",Junior Designer,Boutique,16-30 People,Yes,No Overtime,23.0,,,3-5,26-30,Female,No,UG:New York University (NYU),Grad:Yale University,,Jul '24
19884,6,"102,000",peryear,"New York, NY, US",Project Manager,Boutique,16-30 People,Yes,No Overtime,23.0,,Full-time,8-10,31-35,Female,Licensed,UG:University of Illinois at Urbana-Champaign,Grad:Yale University,,Jul '24
19883,8,"93,000",peryear,"New York, NY, US",Senior Designer,Boutique,16-30 People,Yes,No Overtime,23.0,,Full-time,8-10,36-40,Female,No,,,,Jul '24
19882,5,"84,000",peryear,"New York, NY, US",Intermediate Designer,Boutique,16-30 People,Yes,No Overtime,20.0,,Full-time,6-7,31-35,Female,No,,,,Jul '24
19881,6,"75,000",peryear,"New York, NY, US",Designer,Corporate,501 + People,Yes,Unpaid Overtime,,,Full-time,1,26-30,Male,No,,,,Jul '24
19880,6,"160,000",peryear,"Washington, DC, US",Principal,,501 + People,Yes,,,,,16-20,46-50,Female,Licensed,,,,Jul '24
19879,9,"110,000",peryear,"San Francisco, CA, US",Job Captain,Boutique,51-100 People,Yes,No Overtime,15.0,"20,000",Full-time,8-10,31-35,Male,Licensed,"UG:California Polytechnic State University, San Luis Obispo",,,Jul '24
19878,7,"65,000",peryear,"New York, NY, US",Interior Designer,Starchitect,6-10 People,Yes,Unpaid Overtime,5.0,,Full-time,< 1,26-30,Female,No,UG:Parsons School of Design,,,Jul '24
19877,5,"105,000",peryear,"Houston, TX, US",Project Manager,Other,16-30 People,Yes,Unpaid Overtime,14.0,"10,000",Full-time,6-7,31-35,Female,No,UG:Texas A&M University,Grad:University of Houston,,Jul '24
19876,10,"110,000",peryear,"San Diego, CA, US",Project Manager,Other,16-30 People,Yes,Paid Overtime,15.0,"10,000",Full-time,8-10,31-35,Female,Licensed,,,,Jul '24
19875,7,"100,000",peryear,"Washington, DC, US",Senior Architect,,501 + People,,,,,,11-15,31-35,Female,No,,,,Jul '24
19874,10,"67,400",peryear,"New Orleans, LA, US",Designer,Corporate,16-30 People,Yes,Paid Overtime,15.0,"2,500",Full-time,2,26-30,Female,No,,,,Jul '24
19873,9,"72,000",peryear,"Detroit, MI, US",Intermediate Architect,,101-200 People,Yes,,15.0,,Full-time,6-7,26-30,Female,Licensed,,,,Jul '24
19872,5,"103,000",peryear,"Denver, CO, US",Project Manager,,51-100 People,Yes,No Overtime,23.0,"10,000",Full-time,8-10,31-35,Female,Licensed,,Grad:University of Colorado at Denver,,Jul '24
19871,8,"145,000",peryear,"Atlanta, GA, US",Principal,Corporate,501 + People,Yes,,,,Full-time,21-25,41-45,Female,Licensed,,,,Jul '24
19870,8,"77,760",peryear,"Denver, CO, US",Principal,Individual,2-5 People,,No Overtime,28.0,,Full-time,11-15,36-40,Female,Licensed,,,,Jul '24
19869,6,"85,000",peryear,"Saint Petersburg, FL, US",Project Manager,,31-50 People,Yes,,21.0,,,6-7,31-35,Female,Licensed,,,,Jul '24
19868,6,"130,000",peryear,"New York, NY, US",Project Manager,Corporate,501 + People,Yes,Unpaid Overtime,15.0,"10,000",Full-time,8-10,36-40,Male,Licensed,UG:Villanova University,Grad:NewSchool of Architecture & Design,,Jul '24
19867,3,"155,000",peryear,"Boston, MA, US",Senior Architect,Corporate,201-500 People,Yes,No Overtime,21.0,"13,000",Full-time,11-15,36-40,Female,Licensed,,,,Jul '24
19866,6,"100,000",peryear,"Florida, US",Project Manager,Corporate,51-100 People,Yes,Unpaid Overtime,10.0,"5,000",Full-time,8-10,36-40,Female,Licensed,UG:Florida A&M University,Grad:Florida A&M University,,Jul '24
19865,6,"170,000",peryear,"Los Angeles, CA, US",Job Captain,Starchitect,31-50 People,Yes,No Overtime,65.0,,Full-time,11-15,36-40,Male,No,UG:NYU Tisch/ITP,Grad:Columbia University,,Jul '24
19864,5,"65,000",peryear,"Abilene, TX, US",Interior Designer,Other,51-100 People,Yes,Paid Overtime,,"6,000",Full-time,3-5,26-30,Female,Licensed,,,,Jul '24
19863,8,"83,000",peryear,"Ann Arbor, MI, US",Project Architect,,101-200 People,,,,,,8-10,31-35,Male,No,,,,Jul '24
19862,7,"110,000",peryear,"Detroit, MI, US",Associate,Corporate,501 + People,Yes,No Overtime,15.0,"5,000",Full-time,11-15,31-35,Male,No,UG:University of Michigan,,,Jul '24
19861,7,"75,300",peryear,"Denver, CO, US",Intermediate Architect,Corporate,501 + People,Yes,Unpaid Overtime,12.0,"3,000",Full-time,6-7,26-30,Male,Licensed,UG:Kansas State University,Grad:Kansas State University,,Jul '24
19860,6,"60,000",peryear,"Saint Louis, MO, US",Junior Architect,Corporate,101-200 People,Yes,No Overtime,12.0,,Full-time,1,26-30,Female,No,UG:University of Arkansas,Grad:Washington University in St. Louis,,Jul '24
19859,9,"86,000",peryear,"Boston, MA, US",Project Manager,,2-5 People,,Paid Overtime,15.0,"1,000",Full-time,6-7,31-35,Gender: Other,No,,,,Jul '24
19858,9,"117,810",peryear,"Nashville, TN, US",Project Manager,Other,501 + People,Yes,No Overtime,100.0,"11,781",Full-time,11-15,36-40,Female,Licensed,UG:Auburn University,,,Jul '24
19857,4,"83,000",peryear,"Nashville, TN, US",Senior Designer,Corporate,51-100 People,Yes,No Overtime,10.0,"6,500",Full-time,11-15,31-35,Female,Licensed,UG:Auburn University,,,Jul '24
19856,6,"97,000",peryear,"Phoenix, AZ, US",Project Architect,,51-100 People,Yes,Unpaid Overtime,20.0,"3,000",Full-time,8-10,31-35,Female,Licensed,UG:The University of Texas at Austin,,,Jul '24
19855,8,"96,000",peryear,"Boston, MA, US",Associate,,51-100 People,Yes,,15.0,"5,000",,6-7,31-35,Female,No,,,,Jul '24
19854,8,"93,500",peryear,"Dallas, TX, US",Project Architect,,2-5 People,,,,,,8-10,31-35,Female,No,,,,Jul '24
19853,7,"84,000",peryear,"Saint Louis, MO, US",Project Architect,Boutique,31-50 People,Yes,Unpaid Overtime,20.0,"1,200",Full-time,8-10,31-35,Male,Licensed,UG:University of Missouri - Columbia,Grad:The University of Kansas,,Jul '24
19852,8,"90,000",peryear,"New York, NY, US",Intermediate Designer,,101-200 People,Yes,,15.0,"2,500",,3-5,26-30,Female,No,,,,Jul '24
19851,8,"75,000",peryear,"Las Vegas, NV, US",Job Captain,Individual,51-100 People,Yes,Unpaid Overtime,17.0,"1,300",Full-time,6-7,31-35,Female,No,,,,Jul '24
19850,8,"75,000",peryear,"Las Vegas, NV, US",Job Captain,Individual,51-100 People,Yes,Unpaid Overtime,17.0,"1,300",Full-time,6-7,31-35,Female,No,,,,Jul '24
19849,4,"60,000",peryear,"Winchester, VA, US",Designer,Boutique,6-10 People,Yes,Unpaid Overtime,10.0,800,Full-time,3-5,26-30,Male,No,UG:Virginia Polytechnic Institute and State University (Virginia Tech),,,Jul '24
19848,8,"76,000",peryear,"Washington, DC, US",Junior Designer,Individual,16-30 People,Yes,No Overtime,20.0,"2,000",Full-time,2,26-30,Female,No,UG:Marist College,Grad:George Washington University,,Jul '24
19847,8,40,perhour,"San Francisco, CA, US",Intermediate Designer,Boutique,16-30 People,Yes,Paid Overtime,15.0,"2,500",Full-time,6-7,36-40,Female,No,,Grad:Georgia Institute of Technology (Georgia Tech),,Jul '24
19846,7,"160,000",peryear,"Boston, MA, US",Principal,Corporate,201-500 People,Yes,Unpaid Overtime,20.0,"10,000",Full-time,16-20,36-40,Female,No,,,,Jul '24
19845,4,"100,000",peryear,"Dallas, TX, US",Project Architect,Corporate,101-200 People,Yes,Unpaid Overtime,15.0,0,Full-time,8-10,31-35,Male,Licensed,UG:Texas Tech University,Grad:Texas Tech University,,Jul '24
19844,9,"130,000",peryear,"Omaha, NE, US",Principal,,51-100 People,,Unpaid Overtime,,,Full-time,21-25,41-45,Gender: Other,Licensed,,,,Jul '24
19843,9,"70,000",peryear,"San Francisco, CA, US",Designer,Other,101-200 People,Yes,Paid Overtime,21.0,,Full-time,< 1,26-30,Female,No,UG:Wesleyan University,Grad:University of Virginia,,Jul '24
19842,7,"86,000",peryear,"New York, NY, US",Intermediate Designer,Other,16-30 People,Yes,No Overtime,10.0,,Full-time,6-7,31-35,Male,No,UG:Pratt Institute,Grad:Columbia University,,Jul '24
19841,7,"147,000",peryear,"Austin, TX, US",Senior Architect,Corporate,101-200 People,Yes,Paid Overtime,23.0,"25,000",Full-time,16-20,36-40,Female,Licensed,UG:University of Michigan,Grad:The University of Texas at Austin,,Jul '24
19840,10,160,peryear,"Litchfield, CT, US",Principal,Boutique,2-5 People,,,,,,21-25,46-50,Female,Licensed,,,,Jul '24
19839,8,"67,000",peryear,"Washington, DC, US",Designer,Corporate,501 + People,Yes,Unpaid Overtime,15.0,"7,500",Full-time,3,26-30,Female,No,,,,Jul '24
19838,6,"105,000",peryear,"Greenwich, CT, US",Senior Designer,Individual,6-10 People,Yes,No Overtime,22.0,"12,000",Full-time,6-7,26-30,Male,No,,,,Jul '24
19837,8,"71,200",peryear,"Denver, CO, US",Job Captain,Corporate,501 + People,Yes,Unpaid Overtime,12.0,"4,500",Full-time,3,26-30,Female,No,,,,Jul '24
19836,7,"94,000",peryear,"Portland, OR, US",Project Architect,Corporate,501 + People,Yes,Unpaid Overtime,20.0,"5,000",Full-time,8-10,31-35,Male,Licensed,,,,Jul '24
19835,6,"115,000",peryear,"Oakland, CA, US",Job Captain,Corporate,501 + People,Yes,No Overtime,10.0,"10,000",Full-time,11-15,36-40,Female,No,,,,Jul '24
19833,4,"56,000",peryear,"Dayton, OH, US",Designer,,6-10 People,,,,,,6-7,36-40,Male,No,,,,Jul '24
19832,6,"111,400",peryear,"Atlanta, GA, US",Project Architect,Corporate,501 + People,Yes,Unpaid Overtime,19.0,"15,000",Full-time,8-10,31-35,Female,Licensed,UG:University of Florida,Grad:Washington University in St. Louis,,Jul '24
19831,6,"55,000",peryear,"Philadelphia, PA, US",Junior Designer,Corporate,31-50 People,Yes,Unpaid Overtime,5.0,"2,000",Full-time,2,21-25,Male,No,UG:Northeastern University,,,Jul '24
19830,8,"74,505",peryear,"Ann Arbor, MI, US",Designer,Corporate,101-200 People,Yes,Paid Overtime,14.0,"1,500",Full-time,8-10,31-35,Female,No,UG:University of Michigan,Grad:Lawrence Technological University,,Jul '24
19829,7,23,perhour,"Detroit, MI, US",Designer,Corporate,201-500 People,Yes,Paid Overtime,15.0,500,Full-time,3,26-30,Female,No,UG:Lawrence Technological University,,,Jul '24
19828,8,"105,000",peryear,"Austin, TX, US",Project Architect,Corporate,501 + People,Yes,Unpaid Overtime,20.0,"3,500",Full-time,11-15,31-35,Female,Licensed,UG:The University of Texas at Austin,,,Jul '24
19827,9,"70,720",peryear,"Detroit, MI, US",Designer,Corporate,201-500 People,Yes,Unpaid Overtime,16.0,"5,100",Full-time,6-7,26-30,Female,No,UG:University of Detroit Mercy,Grad:University of Detroit Mercy,,Jul '24
19826,8,"93,000",peryear,"Washington, DC, US",Project Architect,Boutique,11-15 People,Yes,No Overtime,17.0,"5,000",Full-time,6-7,31-35,Female,Licensed,UG:University of Pittsburgh,Grad:Virginia Polytechnic Institute and State University (Virginia Tech),,Jul '24
19825,10,"117,000",peryear,"Saint Louis, MO, US",Project Manager,Corporate,201-500 People,Yes,Unpaid Overtime,20.0,"23,000",Full-time,16-20,36-40,Female,Licensed,UG:University of Missouri - Columbia,,,Jul '24
19824,7,"92,000",peryear,"Phoenix, AZ, US",Senior Designer,Corporate,201-500 People,Yes,Unpaid Overtime,,,Full-time,11-15,36-40,Female,Licensed,,,,Jul '24
19823,7,"72,000",peryear,"Portland, OR, US",Designer,Corporate,501 + People,Yes,Unpaid Overtime,20.0,"5,000",Full-time,6-7,26-30,Male,No,UG:University of Virginia,Grad:University of Virginia,,Jul '24
19822,6,"120,000",peryear,"Miami, FL, US",Interior Architect,Boutique,16-30 People,Yes,Unpaid Overtime,20.0,"10,000",Full-time,11-15,31-35,Female,No,UG:Florida International University,Grad:Florida International University,,Jul '24
19820,6,"75,000",peryear,"Maine, US",Senior Designer,,51-100 People,Yes,Unpaid Overtime,15.0,"3,000",Full-time,11-15,36-40,Female,No,,,,Jul '24
19819,8,"66,000",peryear,"Orlando, FL, US",Project Architect,Other,51-100 People,Yes,Unpaid Overtime,12.0,"3,000",Full-time,3-5,26-30,Female,Licensed,UG:Carnegie Mellon University,,,Jul '24
19818,9,"72,000",peryear,"Portland, OR, US",Junior Architect,,6-10 People,Yes,Unpaid Overtime,21.0,"3,200",Full-time,3,26-30,Female,Licensed,,Grad:University of Virginia,,Jul '24
19817,7,"91,000",peryear,"Charlotte, NC, US",Project Manager,Corporate,201-500 People,Yes,Unpaid Overtime,,,Full-time,11-15,41-45,Female,Licensed,,,,Jul '24
19816,6,"85,000",peryear,"Los Angeles, CA, US",Job Captain,Corporate,201-500 People,Yes,Unpaid Overtime,21.0,,Full-time,3-5,31-35,Male,No,,Grad:Southern California Institute of Architecture (SCI-Arc),,Jul '24
19815,6,"85,000",peryear,"Boston, MA, US",Designer,Corporate,31-50 People,Yes,Unpaid Overtime,25.0,"2,000",Full-time,8-10,31-35,Male,No,UG:Wentworth Institute of Technology,Grad:Wentworth Institute of Technology,,Jul '24
19813,9,"88,000",peryear,"New York, NY, US",Job Captain,Corporate,501 + People,Yes,No Overtime,10.0,"2,000",Full-time,8-10,31-35,Female,No,UG:New Jersey Institute of Technology (NJIT),,,Jul '24
19812,8,"77,500",peryear,"Phoenix, AZ, US",Project Architect,,6-10 People,Yes,Unpaid Overtime,15.0,"4,000",Full-time,3-5,26-30,Male,Licensed,,,,Jul '24
19811,7,"84,000",peryear,"Santa Monica, CA, US",Senior Designer,Boutique,31-50 People,Yes,No Overtime,15.0,"1,600",Full-time,6-7,31-35,Male,No,UG:University of Southern California (USC),,,Jul '24
19810,7,"109,000",peryear,"Raleigh, NC, US",Associate,Boutique,101-200 People,Yes,Unpaid Overtime,21.0,"7,000",Full-time,11-15,31-35,Female,No,,,,Jul '24
19809,4,"70,000",peryear,"New York, NY, US",Job Captain,Corporate,16-30 People,,Unpaid Overtime,10.0,,Full-time,3-5,26-30,Female,No,UG:New York City College of Technology,,,Jul '24
19808,7,"76,000",peryear,"New York, NY, US",Designer,Corporate,101-200 People,Yes,Unpaid Overtime,18.0,"2,000",,2,26-30,Female,No,,,,Jul '24
19807,5,18,perhour,"Tucson, AZ, US",Junior Architect,Boutique,2-5 People,,No Overtime,,,Freelance,2,21-25,Gender: Other,No,UG:University of Arizona,,,Jul '24
19805,6,"56,500",peryear,"Virginia, US",Junior Architect,Individual,11-15 People,Yes,No Overtime,,,Full-time,3,26-30,Male,No,UG:Rizvi College of Architecture,Grad:Virginia Polytechnic Institute and State University (Virginia Tech),,Jul '24
19804,7,"90,000",peryear,"New York, NY, US",Senior Designer,Corporate,51-100 People,Yes,No Overtime,15.0,,Full-time,8-10,31-35,Male,No,UG:Syracuse University,,,Jul '24
19803,4,"135,000",peryear,"Houston, TX, US",Project Architect,Corporate,501 + People,Yes,Unpaid Overtime,15.0,"10,000",Full-time,8-10,31-35,Male,No,,,,Jul '24
19802,6,"72,000",peryear,"Portland, OR, US",Job Captain,Other,6-10 People,Yes,No Overtime,15.0,"2,000",Full-time,3-5,31-35,Female,No,UG:University of Michigan,Grad:University of Illinois Chicago,,Jul '24
19801,8,"135,000",peryear,"Boston, MA, US",Project Architect,Corporate,201-500 People,Yes,Unpaid Overtime,21.0,"2,500",Full-time,11-15,36-40,Female,Licensed,UG:Temple University,,,Jul '24
19799,6,"61,200",peryear,"Austin, TX, US",Designer,Corporate,501 + People,Yes,Paid Overtime,15.0,,Full-time,3,26-30,Male,No,UG:University of Mumbai,Grad:The University of Texas at Austin,,Jul '24
19798,7,145,perhour,"San Francisco, CA, US",Project Architect,Boutique,16-30 People,Yes,Paid Overtime,,,Full-time,21-25,46-50,Female,Licensed,UG:University of Washington,,,Jul '24
19797,4,"103,000",peryear,"New York, NY, US",Associate,Individual,31-50 People,Yes,No Overtime,28.0,"5,000",Full-time,8-10,31-35,Female,Licensed,UG:Tulane University,Grad:Tulane University,,Jul '24
19795,6,"65,000",peryear,"Abilene, TX, US",Designer,Other,51-100 People,Yes,Paid Overtime,30.0,"4,000",Full-time,6-7,26-30,Female,No,UG:The University of Kansas,,,Jul '24
19793,8,"74,000",peryear,"Boston, MA, US",Designer,,6-10 People,,Paid Overtime,10.0,,Full-time,2,26-30,Female,No,,,,Jul '24
19792,5,"66,000",peryear,"Denver, CO, US",Project Architect,Other,16-30 People,Yes,No Overtime,12.0,"2,000",Part-time,3-5,26-30,Female,Licensed,,,,Jul '24
19791,5,"105,000",peryear,"New York, NY, US",Project Manager,Starchitect,101-200 People,Yes,Unpaid Overtime,15.0,,Full-time,8-10,36-40,Female,No,UG:Emory University,Grad:Columbia University,,Jul '24
19790,5,"118,500",peryear,"Chicago, IL, US",Senior Architect,Corporate,31-50 People,Yes,Unpaid Overtime,14.0,,Full-time,8-10,31-35,Male,Licensed,UG:Ball State University,Grad:Ball State University,,Jul '24
19789,8,"94,000",peryear,"Chicago, IL, US",Project Architect,Corporate,201-500 People,Yes,Unpaid Overtime,15.0,"5,000",Full-time,8-10,31-35,Female,No,,,,Jul '24
19788,5,"92,500",peryear,"Buffalo, NY, US",Project Architect,Corporate,501 + People,Yes,Unpaid Overtime,20.0,"3,000",Full-time,11-15,36-40,Female,Licensed,,Grad:University at Buffalo,,Jul '24
19786,6,"77,000",peryear,"Nashua, NH, US",Designer,Other,31-50 People,Yes,Unpaid Overtime,15.0,"2,000",Full-time,6-7,26-30,Female,No,UG:Wentworth Institute of Technology,Grad:Wentworth Institute of Technology,,Jul '24
19785,6,"47,000",peryear,"Richmond, VA, US",Designer,,2-5 People,,,,,,< 1,21-25,Female,No,,,,Jul '24
19784,7,"120,000",peryear,"Minneapolis, MN, US",Project Manager,,101-200 People,,,,,,11-15,36-40,Male,No,,,,Jul '24
19783,6,"72,800",peryear,"Seattle, WA, US",Designer,Boutique,16-30 People,Yes,Paid Overtime,14.0,"2,000",Full-time,3-5,26-30,Female,No,UG:University of Washington,Grad:University of Michigan,,Jul '24
19782,8,"66,000",peryear,"Atlanta, GA, US",Junior Designer,Boutique,11-15 People,,No Overtime,20.0,"6,000",Full-time,3-5,21-25,Female,No,UG:Auburn University,,,Jul '24
19781,6,"98,000",peryear,"Saint Louis, MO, US",Senior Designer,Corporate,101-200 People,Yes,Unpaid Overtime,15.0,"4,000",Full-time,8-10,31-35,Female,Licensed,UG:Universidad Pontificia Bolivariana (UPB),Grad:Southern Illinois University Carbondale,,Jul '24
19779,5,"86,000",peryear,"Portland, OR, US",Project Manager,Boutique,51-100 People,Yes,No Overtime,21.0,"2,000",Full-time,11-15,31-35,Female,Licensed,,,,Jul '24
19778,3,"69,000",peryear,"Minneapolis, MN, US",Junior Architect,Corporate,201-500 People,Yes,Paid Overtime,17.0,"1,500",Full-time,3-5,26-30,Female,Licensed,UG:Iowa State University,,,Jul '24
19777,3,"61,500",peryear,"Boston, MA, US",Associate,Corporate,201-500 People,Yes,Unpaid Overtime,14.0,,Full-time,3,21-25,Male,No,UG:Massachussets College of Art and Design,,,Jul '24
19776,6,"85,000",peryear,"Denver, CO, US",Designer,,16-30 People,Yes,Unpaid Overtime,,"3,000",Full-time,3-5,31-35,Female,No,,,,Jul '24
19775,6,"70,000",peryear,"Tampa, FL, US",Junior Architect,Other,51-100 People,Yes,Unpaid Overtime,10.0,,Full-time,2,21-25,Female,No,UG:University of South Florida,Grad:University of South Florida,,Jul '24
19774,7,"60,000",peryear,"District of Columbia, US",Designer,,6-10 People,,,,,,2,21-25,Male,No,,,,Jul '24
19773,8,"85,000",peryear,"Philadelphia, PA, US",Intermediate Designer,Corporate,6-10 People,Yes,Paid Overtime,7.0,,Full-time,6-7,26-30,Male,No,UG:University of Idaho,Grad:University of Idaho,,Jul '24
19772,7,"87,000",peryear,"New York, NY, US",Project Architect,Boutique,6-10 People,Yes,No Overtime,10.0,"3,000",Full-time,8-10,31-35,Male,Licensed,,,,Jul '24
19771,4,"108,000",peryear,"Los Angeles, CA, US",Job Captain,Corporate,101-200 People,Yes,Unpaid Overtime,,"5,000",Full-time,11-15,36-40,Female,No,,,,Jul '24
19769,7,"65,000",peryear,"New York, NY, US",Designer,Boutique,11-15 People,Yes,Unpaid Overtime,10.0,,Full-time,1,21-25,Female,No,UG:Pratt Institute,,,Jul '24
19768,6,"85,000",peryear,"New York, NY, US",Project Manager,Corporate,31-50 People,Yes,No Overtime,10.0,"1,500",Full-time,3-5,26-30,Female,No,UG:Syracuse University,,,Jul '24
